09/06/2022 - cost = rmse(hat) + rmse(pocmy)
0.08352771942186674,12520.879672956273,809.3435693845156,199851.4913808668,89599.75467271583,19967.113132680875,12.640259340272658,142492.89764019707,66105.03703109974
