485,11,,,,,,,,,
Time,rHAT,lHAT,RHip,LHip,RKnee,LKnee,RAnkle,LAnkle,RMTP,LMTP
0.257,82.71132,83.21838,150.825,153.2161,150.8415,45.25364,108.7086,128.3016,152.4824,140.994
0.258,82.63224,83.15329,151.1457,152.3305,150.4859,45.00106,108.1046,128.0931,152.6709,141.0096
0.259,82.55019,83.08803,151.4591,151.4396,150.1165,44.76829,107.5173,127.8876,152.8022,141.0244
0.26,82.46534,83.02302,151.7659,150.5443,149.7339,44.5558,106.947,127.685,152.8785,141.0386
0.261,82.37787,82.9587,152.0671,149.6456,149.3387,44.36402,106.3939,127.4852,152.902,141.0525
0.262,82.28799,82.89549,152.3637,148.7445,148.9317,44.19342,105.8581,127.2882,152.8752,141.0663
0.263,82.19595,82.83384,152.6568,147.8422,148.5137,44.04441,105.3395,127.0941,152.8005,141.0804
0.264,82.10205,82.77419,152.9477,146.9397,148.0859,43.91737,104.8379,126.9026,152.6804,141.0951
0.265,82.0066,82.71696,153.2378,146.038,147.6496,43.81268,104.3529,126.7136,152.5175,141.1108
0.266,81.90994,82.66258,153.5285,145.1384,147.206,43.73064,103.8843,126.5271,152.3141,141.1279
0.267,81.81248,82.61145,153.8215,144.2419,146.7568,43.67154,103.4317,126.3428,152.0727,141.1468
0.268,81.71461,82.56396,154.1182,143.3495,146.3034,43.6356,102.9947,126.1605,151.7956,141.1678
0.269,81.6168,82.52045,154.4205,142.4624,145.8478,43.62302,102.5732,125.98,151.4848,141.1914
0.27,81.51952,82.48125,154.7298,141.5815,145.3916,43.6339,102.1668,125.801,151.1423,141.2178
0.271,81.42325,82.44665,155.0479,140.7078,144.9369,43.66834,101.7755,125.6233,150.7699,141.2475
0.272,81.32852,82.4169,155.3765,139.8423,144.4855,43.72633,101.3993,125.4465,150.3692,141.2805
0.273,81.23586,82.39221,155.7169,138.9859,144.0395,43.80784,101.0382,125.2702,149.9415,141.3171
0.274,81.14581,82.37274,156.0708,138.1393,143.6008,43.91278,100.6924,125.0943,149.488,141.3575
0.275,81.05894,82.35862,156.4396,137.3032,143.1713,44.041,100.3623,124.9183,149.0098,141.4018
0.276,80.97581,82.34994,156.8245,136.4785,142.753,44.19229,100.0482,124.742,148.5076,141.45
0.277,80.89698,82.34672,157.2266,135.6658,142.3477,44.36642,99.75089,124.565,147.982,141.5022
0.278,80.82299,82.34896,157.6471,134.8655,141.9571,44.56309,99.47097,124.3872,147.4335,141.5584
0.279,80.75441,82.35661,158.0867,134.0781,141.583,44.78197,99.20933,124.2081,146.8623,141.6183
0.28,80.69176,82.3696,158.5463,133.3042,141.227,45.02269,98.96695,124.0277,146.2685,141.682
0.281,80.63555,82.3878,159.0263,132.5441,140.8906,45.28485,98.74494,123.8457,145.6521,141.7493
0.282,80.58625,82.41105,159.5272,131.7981,140.5752,45.56803,98.54449,123.662,145.0129,141.8198
0.283,80.54432,82.43916,160.0493,131.0665,140.2821,45.87176,98.36688,123.4765,144.3506,141.8934
0.284,80.51016,82.47193,160.5925,130.3494,140.0124,46.19558,98.21348,123.2892,143.6649,141.9696
0.285,80.48415,82.50911,161.1569,129.647,139.7671,46.539,98.0857,123.1,142.9555,142.0483
0.286,80.46662,82.55045,161.7421,128.9594,139.5471,46.90152,97.98497,122.909,142.2218,142.129
0.287,80.45784,82.59568,162.3478,128.2867,139.3531,47.28263,97.91276,122.7164,141.4635,142.2113
0.288,80.45806,82.64451,162.9734,127.6289,139.1856,47.68181,97.87058,122.5223,140.68,142.295
0.289,80.46743,82.69665,163.6182,126.986,139.0452,48.09854,97.85991,122.3269,139.871,142.3795
0.29,80.4861,82.7518,164.2814,126.3579,138.9321,48.5323,97.88223,122.1304,139.0361,142.4646
0.291,80.51411,82.80965,164.9621,125.7444,138.8464,48.98255,97.93902,121.9332,138.175,142.5497
0.292,80.55148,82.8699,165.6593,125.1454,138.7883,49.44876,98.03172,121.7357,137.2873,142.6346
0.293,80.59815,82.93225,166.3718,124.5608,138.7577,49.93038,98.16173,121.5381,136.373,142.7187
0.294,80.65403,82.99639,167.0985,123.9903,138.7545,50.42688,98.33042,121.341,135.4322,142.8017
0.295,80.71895,83.06204,167.8382,123.4336,138.7784,50.93769,98.53905,121.1449,134.4648,142.883
0.296,80.79269,83.1289,168.5897,122.8903,138.8293,51.46228,98.78884,120.9503,133.4714,142.9623
0.297,80.87501,83.1967,169.3516,122.3603,138.9066,52.00009,99.08088,120.7577,132.4524,143.039
0.298,80.9656,83.26517,170.1227,121.8431,139.0102,52.55058,99.41618,120.5677,131.4087,143.1127
0.299,81.06411,83.33408,170.9018,121.3383,139.1395,53.1132,99.7956,120.3808,130.3412,143.183
0.3,81.17014,83.40316,171.6875,120.8455,139.294,53.68739,100.2199,120.1976,129.2514,143.2493
0.301,81.28327,83.47219,172.4787,120.3643,139.4733,54.27261,100.6896,120.0186,128.1407,143.3113
0.302,81.40302,83.54094,173.2741,119.8942,139.6767,54.86832,101.2051,119.8445,127.0111,143.3685
0.303,81.52891,83.60918,174.0726,119.4347,139.9036,55.47397,101.7667,119.6756,125.8649,143.4204
0.304,81.66041,83.67673,174.8728,118.9855,140.1533,56.08903,102.3744,119.5125,124.7044,143.4668
0.305,81.79699,83.74338,175.6738,118.5459,140.4251,56.71298,103.028,119.3555,123.5327,143.5073
0.306,81.93809,83.80895,176.4743,118.1156,140.7182,57.34531,103.7272,119.2051,122.353,143.5416
0.307,82.08317,83.87328,177.2735,117.694,141.0317,57.98551,104.4714,119.0615,121.1688,143.5694
0.308,82.23166,83.93622,178.0702,117.2808,141.3647,58.63311,105.2597,118.9251,119.984,143.5906
0.309,82.38303,83.99763,178.8635,116.8755,141.7162,59.28765,106.0912,118.7961,118.8031,143.6049
0.31,82.5367,84.05739,179.6526,116.4777,142.0851,59.94868,106.9646,118.6745,117.6306,143.6124
0.311,82.69216,84.11541,180.4365,116.0871,142.4704,60.61579,107.8785,118.5607,116.4715,143.613
0.312,82.84886,84.17157,181.2146,115.7033,142.8708,61.28859,108.8311,118.4545,115.331,143.6067
0.313,83.00629,84.22581,181.9859,115.3261,143.285,61.96671,109.8207,118.3562,114.215,143.5937
0.314,83.16394,84.27804,182.7499,114.9551,143.7118,62.64982,110.8451,118.2655,113.1292,143.574
0.315,83.32132,84.32821,183.5057,114.5902,144.1497,63.33762,111.902,118.1826,112.0798,143.548
0.316,83.47795,84.37626,184.2529,114.2311,144.5973,64.02982,112.9892,118.1072,111.0735,143.5156
0.317,83.63336,84.42214,184.9907,113.8777,145.053,64.7262,114.1038,118.0393,110.1169,143.4774
0.318,83.78711,84.46583,185.7186,113.5299,145.5155,65.42652,115.2432,117.9787,109.2168,143.4334
0.319,83.93877,84.50728,186.4361,113.1875,145.983,66.13063,116.4044,117.9252,108.3805,143.3841
0.32,84.08793,84.54649,187.1427,112.8504,146.4541,66.83836,117.5844,117.8786,107.615,143.3297
0.321,84.23418,84.58344,187.8379,112.5188,146.9271,67.5496,118.7799,117.8386,106.9277,143.2706
0.322,84.37716,84.61813,188.5212,112.1925,147.4003,68.26427,119.9877,117.805,106.3257,143.2071
0.323,84.5165,84.65056,189.1924,111.8717,147.8723,68.98232,121.2044,117.7776,105.8161,143.1397
0.324,84.65186,84.68076,189.8509,111.5564,148.3413,69.70373,122.4266,117.7561,105.4058,143.0687
0.325,84.78292,84.70874,190.4966,111.2467,148.8058,70.4285,123.651,117.7401,105.1014,142.9943
0.326,84.90937,84.73453,191.1291,110.9428,149.2643,71.1567,124.874,117.7294,104.9088,142.917
0.327,85.03094,84.75819,191.7481,110.6449,149.7151,71.88841,126.0922,117.7237,104.8335,142.837
0.328,85.14734,84.77976,192.3534,110.3532,150.1568,72.62372,127.3023,117.7229,104.8799,142.7547
0.329,85.25834,84.79931,192.9449,110.0679,150.5878,73.36278,128.5008,117.7265,105.0514,142.6702
0.33,85.3637,84.8169,193.5223,109.7894,151.0068,74.10577,129.6844,117.7343,105.3502,142.5839
0.331,85.46323,84.83261,194.0856,109.5179,151.4124,74.85287,130.8501,117.7461,105.7767,142.4959
0.332,85.55674,84.84654,194.6346,109.2538,151.8031,75.60432,131.9946,117.7617,106.3295,142.4064
0.333,85.64408,84.85878,195.1693,108.9974,152.1776,76.36036,133.1149,117.7809,107.0053,142.3157
0.334,85.72511,84.86943,195.6896,108.7491,152.5346,77.12125,134.2081,117.8033,107.7986,142.2238
0.335,85.79974,84.87863,196.1955,108.5094,152.8729,77.8873,135.2714,117.829,108.7016,142.1308
0.336,85.86788,84.8865,196.687,108.2786,153.1912,78.6588,136.3024,117.8576,109.7045,142.0368
0.337,85.92949,84.89318,197.1641,108.0572,153.4884,79.43607,137.2984,117.889,110.7951,141.9419
0.338,85.98456,84.89881,197.6269,107.8457,153.7632,80.21945,138.2572,117.9231,111.9595,141.8461
0.339,86.03308,84.90357,198.0754,107.6445,154.0146,81.00926,139.1768,117.9598,113.1826,141.7494
0.34,86.07512,84.90759,198.5097,107.4542,154.2415,81.80586,140.0553,117.9988,114.448,141.6517
0.341,86.11074,84.91104,198.9299,107.2751,154.4428,82.60958,140.8911,118.0401,115.739,141.553
0.342,86.14002,84.91409,199.336,107.1078,154.6176,83.42076,141.6828,118.0836,117.0394,141.4533
0.343,86.16311,84.91689,199.7281,106.9526,154.765,84.23973,142.4293,118.1292,118.3334,141.3525
0.344,86.18015,84.9196,200.1063,106.8101,154.884,85.06679,143.1297,118.1766,119.6067,141.2505
0.345,86.1913,84.92235,200.4705,106.6807,154.9738,85.90225,143.7836,118.2259,120.8465,141.1472
0.346,86.19677,84.92528,200.8209,106.5646,155.0337,86.74638,144.3906,118.2767,122.0419,141.0423
0.347,86.19676,84.92853,201.1574,106.4624,155.0629,87.59944,144.9507,118.3291,123.1843,140.9358
0.348,86.1915,84.93221,201.4801,106.3742,155.0609,88.46165,145.4644,118.3829,124.2671,140.8274
0.349,86.18122,84.93642,201.7889,106.3004,155.0269,89.3332,145.9321,118.4378,125.2858,140.717
0.35,86.16619,84.94124,202.0838,106.2413,154.9607,90.21423,146.3549,118.4937,126.2379,140.6043
0.351,86.14667,84.94674,202.3647,106.1969,154.8616,91.10488,146.7339,118.5503,127.1228,140.4893
0.352,86.12292,84.95298,202.6317,106.1675,154.7295,92.00522,147.0706,118.6075,127.9412,140.3717
0.353,86.09524,84.95999,202.8846,106.1531,154.5641,92.91527,147.3668,118.6649,128.6949,140.2514
0.354,86.06391,84.9678,203.1233,106.1538,154.3653,93.83504,147.6243,118.7223,129.387,140.1283
0.355,86.02923,84.9764,203.3479,106.1696,154.1329,94.76446,147.8453,118.7794,130.0207,140.0023
0.356,85.99149,84.98578,203.5582,106.2004,153.8671,95.70344,148.0321,118.8359,130.6,139.8733
0.357,85.95099,84.99591,203.7542,106.2461,153.568,96.65183,148.1872,118.8914,131.1289,139.7415
0.358,85.90804,85.00675,203.9359,106.3065,153.2358,97.60944,148.3132,118.9455,131.6114,139.6068
0.359,85.86294,85.01824,204.1031,106.3815,152.8708,98.57604,148.4126,118.9978,132.0514,139.4692
0.36,85.816,85.03029,204.2559,106.4707,152.4734,99.55134,148.4882,119.0481,132.4528,139.329
0.361,85.7675,85.04284,204.3944,106.574,152.0441,100.535,148.5426,119.0958,132.819,139.1863
0.362,85.71776,85.05577,204.5184,106.691,151.5834,101.5268,148.5784,119.1407,133.1531,139.0414
0.363,85.66707,85.069,204.628,106.8214,151.0919,102.5262,148.5981,119.1822,133.4578,138.8943
0.364,85.6157,85.0824,204.7234,106.9647,150.5704,103.5329,148.6042,119.2202,133.7356,138.7456
0.365,85.56394,85.09587,204.8045,107.1207,150.0195,104.5465,148.5991,119.2541,133.9883,138.5954
0.366,85.51205,85.10927,204.8715,107.2888,149.44,105.5664,148.5848,119.2838,134.2175,138.4441
0.367,85.46031,85.1225,204.9245,107.4686,148.8328,106.5923,148.5634,119.309,134.4247,138.2921
0.368,85.40896,85.13543,204.9638,107.6598,148.1987,107.6236,148.5367,119.3293,134.611,138.1397
0.369,85.35824,85.14794,204.9893,107.8619,147.5386,108.6598,148.5063,119.3445,134.7774,137.9874
0.37,85.30839,85.15992,205.0015,108.0744,146.8535,109.7004,148.4736,119.3546,134.925,137.8354
0.371,85.25962,85.17126,205.0005,108.297,146.1444,110.745,148.4399,119.3593,135.0549,137.6843
0.372,85.21216,85.18185,204.9866,108.5291,145.4122,111.7929,148.4062,119.3586,135.1681,137.5342
0.373,85.16619,85.19161,204.9601,108.7705,144.6579,112.8436,148.3733,119.3525,135.2657,137.3857
0.374,85.12191,85.20045,204.9214,109.0206,143.8826,113.8966,148.3418,119.341,135.3489,137.2389
0.375,85.07949,85.2083,204.8707,109.2792,143.0874,114.9515,148.3124,119.3241,135.4189,137.0943
0.376,85.0391,85.21509,204.8085,109.5458,142.2733,116.0075,148.2852,119.3021,135.477,136.9521
0.377,85.00089,85.22076,204.735,109.8202,141.4414,117.0642,148.2605,119.275,135.5242,136.8124
0.378,84.96499,85.22527,204.6509,110.1018,140.5927,118.1211,148.2384,119.2433,135.5616,136.6755
0.379,84.93153,85.22859,204.5563,110.3906,139.7284,119.1777,148.2188,119.2071,135.5904,136.5416
0.38,84.90063,85.23068,204.4519,110.686,138.8495,120.2334,148.2016,119.167,135.6115,136.4106
0.381,84.87237,85.23152,204.3379,110.988,137.9571,121.2877,148.1865,119.1233,135.6255,136.2828
0.382,84.84685,85.23111,204.2149,111.2961,137.0523,122.3402,148.1732,119.0767,135.6332,136.1579
0.383,84.82412,85.22944,204.0832,111.61,136.136,123.3904,148.1614,119.0276,135.6353,136.036
0.384,84.80426,85.2265,203.9433,111.9297,135.2093,124.4377,148.1505,118.9767,135.6321,135.917
0.385,84.78731,85.22233,203.7957,112.2548,134.2732,125.4817,148.1402,118.9248,135.6243,135.8007
0.386,84.77331,85.21692,203.6406,112.585,133.3287,126.5219,148.1298,118.8725,135.6121,135.6869
0.387,84.76227,85.2103,203.4786,112.9202,132.3766,127.5578,148.1188,118.8205,135.596,135.5753
0.388,84.75421,85.2025,203.3101,113.2602,131.4179,128.589,148.1068,118.7698,135.5763,135.4657
0.389,84.74912,85.19355,203.1353,113.6046,130.4535,129.615,148.093,118.721,135.5534,135.3578
0.39,84.747,85.18348,202.9546,113.9533,129.4841,130.6352,148.077,118.6749,135.5277,135.2513
0.391,84.7478,85.17233,202.7684,114.3061,128.5105,131.6491,148.0582,118.6323,135.4996,135.1459
0.392,84.75151,85.16013,202.577,114.6627,127.5335,132.6562,148.0362,118.5939,135.4696,135.0413
0.393,84.75806,85.14691,202.3806,115.0229,126.5537,133.6559,148.0103,118.5605,135.4381,134.9372
0.394,84.76739,85.13273,202.1794,115.3864,125.5718,134.6477,147.9802,118.5325,135.4057,134.8333
0.395,84.77944,85.11762,201.9738,115.753,124.5884,135.6308,147.9454,118.5107,135.3728,134.7294
0.396,84.79412,85.10161,201.7638,116.1224,123.604,136.6048,147.9056,118.4956,135.34,134.6253
0.397,84.81135,85.08475,201.5497,116.4945,122.619,137.569,147.8606,118.4875,135.3077,134.5209
0.398,84.83101,85.06708,201.3315,116.8688,121.6339,138.5227,147.81,118.4868,135.2762,134.416
0.399,84.85301,85.04864,201.1093,117.2452,120.649,139.4652,147.7537,118.4938,135.2461,134.3105
0.4,84.87723,85.02946,200.8832,117.6234,119.6647,140.3958,147.6916,118.5088,135.2175,134.2044
0.401,84.90354,85.00959,200.6533,118.003,118.6813,141.3139,147.6235,118.5318,135.1908,134.0976
0.402,84.93182,84.98906,200.4195,118.3839,117.6989,142.2187,147.5496,118.5629,135.166,133.9903
0.403,84.96193,84.9679,200.1818,118.7656,116.7177,143.1095,147.4696,118.6019,135.1435,133.8824
0.404,84.99375,84.94614,199.9401,119.148,115.738,143.9856,147.3839,118.6488,135.1232,133.7741
0.405,85.02713,84.92382,199.6944,119.5308,114.7597,144.8463,147.2924,118.7034,135.1052,133.6655
0.406,85.06192,84.90097,199.4446,119.9136,113.7829,145.6909,147.1952,118.7653,135.0897,133.5568
0.407,85.098,84.8776,199.1906,120.2962,112.8076,146.5188,147.0926,118.8343,135.0764,133.4481
0.408,85.13522,84.85375,198.9322,120.6783,111.8339,147.3291,146.9847,118.9099,135.0656,133.3398
0.409,85.17345,84.82944,198.6693,121.0597,110.8617,148.1214,146.8718,118.9917,135.0569,133.232
0.41,85.21253,84.80469,198.4017,121.4401,109.891,148.8948,146.7539,119.0792,135.0505,133.125
0.411,85.25235,84.77952,198.1293,121.8191,108.9217,149.6489,146.6315,119.1719,135.0461,133.019
0.412,85.29276,84.75395,197.8519,122.1967,107.9538,150.3831,146.5048,119.2694,135.0435,132.9143
0.413,85.33365,84.728,197.5694,122.5724,106.9872,151.0967,146.374,119.3711,135.0427,132.8112
0.414,85.37489,84.70168,197.2816,122.9462,106.0218,151.7892,146.2394,119.4765,135.0433,132.7098
0.415,85.41635,84.67502,196.9884,123.3177,105.0576,152.4602,146.1013,119.585,135.045,132.6106
0.416,85.45793,84.64803,196.6896,123.6867,104.0945,153.1092,145.96,119.6963,135.0477,132.5136
0.417,85.49951,84.62072,196.3851,124.053,103.1325,153.7357,145.8156,119.8098,135.0511,132.4193
0.418,85.54099,84.59311,196.0747,124.4164,102.1714,154.3393,145.6685,119.9251,135.0547,132.3277
0.419,85.58228,84.56521,195.7583,124.7767,101.2112,154.9197,145.5189,120.0417,135.0585,132.239
0.42,85.62328,84.53703,195.4358,125.1337,100.2519,155.4766,145.3671,120.1594,135.0619,132.1533
0.421,85.6639,84.50859,195.1071,125.4873,99.29351,156.0096,145.2131,120.2777,135.0648,132.0709
0.422,85.70408,84.4799,194.772,125.8373,98.33587,156.5186,145.0572,120.3964,135.0668,131.9916
0.423,85.74372,84.45096,194.4305,126.1836,97.379,157.0033,144.8996,120.5151,135.0679,131.9155
0.424,85.78276,84.42177,194.0824,126.526,96.42286,157.4636,144.7403,120.6338,135.0677,131.8426
0.425,85.82113,84.39234,193.7276,126.8644,95.46741,157.8995,144.5794,120.7522,135.0661,131.7727
0.426,85.85876,84.36267,193.366,127.1987,94.51265,158.3109,144.4171,120.8701,135.0631,131.7057
0.427,85.89559,84.33275,192.9975,127.529,93.55855,158.6978,144.2533,120.9876,135.0585,131.6414
0.428,85.93155,84.30257,192.6219,127.855,92.6051,159.0603,144.088,121.1044,135.0524,131.5794
0.429,85.9666,84.27211,192.2392,128.1767,91.6523,159.3986,143.9214,121.2207,135.0447,131.5196
0.43,86.00067,84.24138,191.8492,128.4942,90.70015,159.7128,143.7534,121.3364,135.0353,131.4614
0.431,86.03372,84.21034,191.4518,128.8075,89.74866,160.0033,143.5839,121.4517,135.0244,131.4046
0.432,86.0657,84.17899,191.0469,129.1165,88.79787,160.2702,143.4129,121.5665,135.0119,131.3487
0.433,86.09656,84.1473,190.6345,129.4213,87.8478,160.5141,143.2404,121.681,134.998,131.2933
0.434,86.12626,84.11525,190.2143,129.7221,86.8985,160.7353,143.0663,121.7955,134.9829,131.2378
0.435,86.15476,84.08282,189.7863,130.0188,85.95004,160.9343,142.8904,121.9099,134.9666,131.1819
0.436,86.18203,84.04999,189.3504,130.3116,85.00249,161.1116,142.7128,122.0247,134.9495,131.125
0.437,86.20803,84.01674,188.9064,130.6006,84.05594,161.2679,142.5333,122.1398,134.9317,131.0667
0.438,86.23273,83.98305,188.4544,130.8861,83.11051,161.4038,142.3518,122.2557,134.9136,131.0067
0.439,86.25611,83.94889,187.9941,131.168,82.1663,161.5199,142.1682,122.3724,134.8953,130.9446
0.44,86.27815,83.91425,187.5256,131.4467,81.22347,161.6169,141.9825,122.4902,134.8773,130.88
0.441,86.29882,83.87912,187.0488,131.7224,80.28218,161.6956,141.7946,122.6094,134.8596,130.8128
0.442,86.31813,83.84347,186.5635,131.9952,79.34261,161.7567,141.6043,122.7301,134.8427,130.7429
0.443,86.33605,83.80729,186.0697,132.2654,78.40495,161.8011,141.4117,122.8525,134.8269,130.6701
0.444,86.35258,83.77058,185.5674,132.5332,77.46941,161.8295,141.2167,122.9768,134.8124,130.5945
0.445,86.36771,83.73332,185.0565,132.7989,76.53624,161.8428,141.0193,123.1031,134.7994,130.5163
0.446,86.38145,83.6955,184.5369,133.0628,75.60569,161.8419,140.8195,123.2315,134.7883,130.4358
0.447,86.3938,83.65713,184.0087,133.3251,74.67801,161.8276,140.6174,123.362,134.7793,130.3534
0.448,86.40477,83.61819,183.4717,133.5862,73.75351,161.8008,140.4129,123.4948,134.7724,130.2696
0.449,86.41437,83.5787,182.9259,133.8463,72.83248,161.7625,140.2062,123.6296,134.7681,130.1851
0.45,86.42263,83.53866,182.3713,134.1058,71.91524,161.7134,139.9973,123.7663,134.7662,130.1007
0.451,86.42954,83.49808,181.8079,134.3649,71.00212,161.6546,139.7864,123.9049,134.7671,130.0175
0.452,86.43516,83.45698,181.2358,134.6241,70.09348,161.5868,139.5735,124.0449,134.7707,129.9367
0.453,86.43949,83.41537,180.6548,134.8836,69.18968,161.511,139.3589,124.186,134.7772,129.8596
0.454,86.44257,83.37328,180.065,135.1439,68.29108,161.428,139.1426,124.3278,134.7866,129.7878
0.455,86.44443,83.33073,179.4664,135.4052,67.39809,161.3387,138.9249,124.4696,134.7989,129.7231
0.456,86.44511,83.28775,178.8592,135.6679,66.51108,161.244,138.7058,124.6107,134.814,129.6674
0.457,86.44464,83.24438,178.2432,135.9324,65.63046,161.1445,138.4856,124.7504,134.8321,129.6229
0.458,86.44306,83.20064,177.6186,136.199,64.75665,161.0412,138.2644,124.8878,134.853,129.592
0.459,86.44041,83.15659,176.9855,136.4681,63.89005,160.9346,138.0424,125.0216,134.8766,129.5772
0.46,86.43673,83.11226,176.344,136.7401,63.0311,160.8255,137.8199,125.1509,134.9029,129.5811
0.461,86.43206,83.06769,175.6941,137.0153,62.18021,160.7145,137.597,125.2741,134.9318,129.6065
0.462,86.42643,83.02295,175.0359,137.2941,61.33782,160.6023,137.3738,125.3899,134.9632,129.6565
0.463,86.41988,82.97806,174.3697,137.5768,60.50436,160.4892,137.1505,125.4965,134.997,129.7342
0.464,86.41246,82.9331,173.6955,137.8637,59.68024,160.3757,136.9273,125.5923,135.033,129.8427
0.465,86.4042,82.88811,173.0134,138.1551,58.8659,160.2622,136.7043,125.6753,135.0712,129.9853
0.466,86.39515,82.84314,172.3238,138.4514,58.06176,160.1489,136.4816,125.7433,135.1115,130.1654
0.467,86.38533,82.79826,171.6267,138.7529,57.26823,160.0361,136.2594,125.7943,135.1537,130.3863
0.468,86.37479,82.75351,170.9223,139.0597,56.48572,159.9239,136.0377,125.8258,135.1977,130.6514
0.469,86.36355,82.70896,170.2109,139.3722,55.71463,159.8122,135.8165,125.8354,135.2433,130.9639
0.47,86.35165,82.66464,169.4925,139.6905,54.95535,159.7009,135.5961,125.8205,135.2904,131.3268
0.471,86.33911,82.62061,168.7675,140.0148,54.20827,159.5899,135.3763,125.7785,135.3389,131.7429
0.472,86.32596,82.57691,168.036,140.3451,53.47375,159.4787,135.1572,125.7067,135.3885,132.2148
0.473,86.31221,82.53356,167.2982,140.6817,52.75214,159.367,134.9387,125.6023,135.4392,132.7445
0.474,86.29786,82.49061,166.5543,141.0245,52.04378,159.2542,134.7208,125.4627,135.4908,133.3334
0.475,86.28293,82.44807,165.8044,141.3735,51.349,159.1397,134.5036,125.2851,135.543,133.9825
0.476,86.26741,82.40595,165.0489,141.7286,50.66811,159.0226,134.2868,125.0671,135.5958,134.6917
0.477,86.25131,82.36424,164.2877,142.0897,50.0014,158.9023,134.0704,124.8062,135.649,135.4602
0.478,86.23459,82.32295,163.5211,142.4566,49.34915,158.7776,133.8543,124.5004,135.7025,136.2858
0.479,86.21726,82.28205,162.7492,142.8291,48.71162,158.6476,133.6383,124.1478,135.756,137.1652
0.48,86.19929,82.24151,161.9722,143.2068,48.08907,158.5113,133.4223,123.747,135.8096,138.0938
0.481,86.18066,82.20129,161.1901,143.5895,47.48172,158.3675,133.2063,123.2973,135.863,139.0652
0.482,86.16134,82.16134,160.4031,143.9765,46.8898,158.2151,132.9899,122.7984,135.9162,140.0719
0.483,86.14132,82.1216,159.6113,144.3676,46.31351,158.053,132.7732,122.2508,135.9691,141.1048
0.484,86.12056,82.08201,158.8146,144.7621,45.75304,157.8801,132.5559,121.6559,136.0216,142.1545
