mtp X (m)," mtp y (m)"," q3 (deg)",mtp angle (deg),ankle angle (deg),knee angle (deg),hip angle (deg),CoM velocity x (m/s),CoM velocity y (m/s),u3,mtp angular velocity (deg/s),ankle angular velocity (deg/s),knee angular velocity (deg/s),hip angular velocity (deg/s)
0.0,0.0,81.451,143.563,120.502,157.074,144.11,10.0,-0.7203,-24.9253,1064.1,-650.361,-160.134,429.803
